"   ","STATIONCODE","CO","NO2","SO2","O3","PM25","PM10","TEMPERATURE","HUMIDITY","RECEIVETIME","PM05N","PM1N","PM25N","PM10N"
"1","XH808A416121601084","396.19","778.3","1122.56","1321.37","63.19","82.96","30.41","73.63","2017/6/7 10:00:00","5994.7","2964","540.07","29.52"
"2","XH808A416121601084","394.7","786.17","1110.43","1376.47","78.9","104.93","30.67","72.6","2017/6/7 11:00:00","7176.5","3621.13","679.9","37.27"
"3","XH808A416121601084","389.44","690.33","1035.48","1522.93","89.07","123.78","33.11","63.81","2017/6/7 12:00:00","7549.78","3889.3","753.63","44.44"
"4","XH808A416121601084","376.55","560.93","904.31","1968.24","90.14","128.52","35.1","57.24","2017/6/7 13:00:00","7431.14","3830.45","736.62","40"
"5","XH808A416121601084","366.71","526.64","873.93","2189.11","74.21","107.39","35.96","54","2017/6/7 14:00:00","6382.29","3176.57","577.39","29.57"
"6","XH808A416121601084","377.4","892.36","804.12","2438.76","103.6","139.64","31.48","72.48","2017/6/7 15:00:00","8768","4536.44","913.48","49.08"
"7","XH808A416121601084","378.88","878.92","900.27","2248.85","80.54","109.62","31.23","74.19","2017/6/7 16:00:00","7100.85","3598.35","704.65","40.58"
"8","XH808A416121601084","381.11","832.89","844.07","2071.19","56.96","77.56","31.52","70.48","2017/6/7 17:00:00","5069.41","2543.67","490.81","28.04"
"9","XH808A416121601084","384.73","885","909.17","1847.73","35.43","48.97","31.43","69.47","2017/6/7 18:00:00","3434.67","1617.57","298.47","21.63"
"10","XH808A416121601084","381.86","818.45","1041.76","1725.93","36.1","49.55","31.28","70.31","2017/6/7 19:00:00","3572.31","1668.17","298.59","20.24"
"11","XH808A416121601084","385.74","843.33","1144.7","1523.52","26.56","36.33","30.41","73.63","2017/6/7 20:00:00","2736.48","1242.59","227.04","16.85"
"12","XH808A416121601084","398.83","940.28","1140.48","1455.17","25.66","34.72","30","74.45","2017/6/7 21:00:00","2658.59","1213.34","222.31","16.72"
"13","XH808A416121601084","399.31","898.24","1201.62","1416.66","32.72","44.55","30","76.66","2017/6/7 22:00:00","3382.28","1548.28","284.72","21.55"
"14","XH808A416121601084","388.68","841.61","1207.71","1322.36","23.82","32.11","30","78.11","2017/6/7 23:00:00","2466.82","1134.39","213.25","16.25"
"15","XH808A416121601084","381.11","826.18","1213.61","1221.21","19.39","25.82","29.18","80.36","2017/6/8","2011.29","931.61","179.86","14.86"
"16","XH808A416121601084","379.21","851.89","1219.5","1210.5","23.18","30.96","29","83","2017/6/8 1:00:00","2381.14","1125.5","219.5","15.93"
"17","XH808A416121601084","374.09","842.82","1213","1202.45","21.09","28.18","29","84.45","2017/6/8 2:00:00","2135.64","1014.68","200.95","17.27"
"18","XH808A416121601084","373.83","828.71","1184.96","1157.5","24.29","31.67","28.58","84.38","2017/6/8 3:00:00","2554.08","1188.75","218.63","15"
"19","XH808A416121601084","373.82","799.68","1202.71","1109.11","21.82","28.82","28","83.46","2017/6/8 4:00:00","2401.79","1085.57","195.21","16.07"
"20","XH808A416121601084","375.17","809.79","1225.17","1089.1","20.93","27.03","28","83.86","2017/6/8 5:00:00","2332.62","1040.66","185.03","14.93"
"21","XH808A416121601084","381.17","817.04","1279","1073.58","20.5","27.04","28","85.42","2017/6/8 6:00:00","2319.88","1017.96","183.46","16.33"
"22","XH808A416121601084","392.96","814.42","1329.88","1084.69","24.23","32.81","28.62","85","2017/6/8 7:00:00","2681.04","1221.85","242.35","22.77"
"23","XH808A416121601084","381.34","703.41","1341.31","1060.72","41.52","55.31","30.72","76.38","2017/6/8 8:00:00","2373","1331.45","466.34","24.69"
"24","XH808A416121601084","370.36","670.07","1305.04","1089.18","13.11","18.32","31.46","72","2017/6/8 9:00:00","1420.32","639.71","119","12.04"
"25","XH808A416121601084","354.57","579.54","1231.46","1118.89","13.34","18.74","34.2","61.69","2017/6/8 10:00:00","1389.77","630.34","113.29","9.03"
"26","XH808A416121601084","324.6","587.4","1065.6","1516","15.8","23","36.4","53.2","2017/6/8 11:00:00","1581","732.8","126.4","10.6"
"27","XH808A416121601084","320.66","492.09","1077.37","1540.54","18.51","26.63","35.97","54.31","2017/6/8 12:00:00","1815.77","822.57","149.43","10.66"
"28","XH808A416121601084","332.87","690.33","1142.67","1694.33","23.4","33.27","28.07","61.6","2017/6/8 13:00:00","2417.87","1135.6","194","12.73"
"29","XH808A416121601084","337.67","821","1056.33","1648","19.67","28","33","64.33","2017/6/8 14:00:00","1985.33","902.67","170.33","14"
"30","XH808A416121601084","320.43","631.43","1038.39","1413.54","9.25","13.39","34.54","56.82","2017/6/8 15:00:00","915.36","424.61","84.71","8"
"31","XH808A416121601084","320","630.89","1041.15","1330.52","5.3","6.93","33.04","59.04","2017/6/8 16:00:00","563.48","264.26","52.7","5.07"
"32","XH808A416121601084","330.19","698.42","1099.73","1285.58","8.04","11.27","33","59","2017/6/8 17:00:00","822.42","380.15","76","7.58"
"33","XH808A416121601084","337.46","758.8","1101.74","1310.69","9.17","12.89","32.89","60.71","2017/6/8 18:00:00","904.4","413.17","90.26","7.51"
"34","XH808A416121601084","342.45","748.45","1122.4","1311.2","8.05","11","31.25","66","2017/6/8 19:00:00","825.1","385.9","79.6","7.4"
"35","XH808A416121601084","346.48","757.52","1125.94","1262.61","7","9.03","31","65.97","2017/6/8 20:00:00","831.27","382.97","72.76","5.24"
"36","XH808A416121601084","355.41","778.44","1159.78","1240.85","8.48","12.15","31","69.04","2017/6/8 21:00:00","1007.44","461.85","88.74","8.26"
"37","XH808A416121601084","356.6","782","1164.87","1205.47","8.4","10.87","30","72.73","2017/6/8 22:00:00","883.53","409.47","82.53","7.93"
"38","XH808A416121601084","357.96","804.5","1165.57","1200.54","11.46","15.46","29.82","75.43","2017/6/8 23:00:00","1195.86","561.54","111.82","10.21"
"39","XH808A416121601084","358.85","804.22","1152.3","1199.48","15.48","20.26","29","78","2017/6/9","1631.44","746.63","141.7","11.52"
"40","XH808A416121601084","359.59","793.45","1117.48","1192.34","15.03","19.38","29","78.17","2017/6/9 1:00:00","1652.93","754","134.62","9.45"
"41","XH808A416121601084","363.86","815.54","1136.36","1170.14","17.86","23.5","29","78.89","2017/6/9 2:00:00","1955.21","885.07","155.04","12.86"
"42","XH808A416121601084","362.64","794.29","1119.79","1167.07","13.18","15.86","26.89","84.89","2017/6/9 3:00:00","1493.11","685.93","123.86","7.96"
"43","XH808A416121601084","369.54","864.21","1112.43","1162.21","18.54","22.25","26.71","89.82","2017/6/9 4:00:00","2203.11","1002.39","161.36","9.89"
"44","XH808A416121601084","373.5","841.21","1097.5","1144.71","22.5","27.54","27","89.32","2017/6/9 5:00:00","2527.75","1169.39","201.5","12.36"
"45","XH808A416121601084","382.6","829.08","1129.4","1102.84","28.88","35.32","27","89.8","2017/6/9 6:00:00","3253.44","1489.84","248.28","14.08"
"46","XH808A416121601084","401","836.89","1198.63","1132.93","31.96","40.15","27.63","88.3","2017/6/9 7:00:00","3545.3","1620.7","278.96","17.15"
"47","XH808A416121601084","397.9","785.31","1244.48","1130.34","25.52","32.52","29.07","82.14","2017/6/9 8:00:00","2811.59","1263.21","216.28","13.45"
"48","XH808A416121601084","390","742.5","1227.61","1158.96","27.25","36.11","30.36","77.64","2017/6/9 9:00:00","2824.89","1313.82","243.5","16.93"
"49","XH808A416121601084","361.33","537.22","1182.89","1077.78","13.78","19.26","34","61.11","2017/6/9 10:00:00","1400.22","645.33","119.37","8.96"
"50","XH808A416121601084","345.17","568.66","1162.24","1187.38","13.66","19.07","33.24","61.55","2017/6/9 11:00:00","1407.72","645.55","122","10.03"
"51","XH808A416121601084","352.67","795.87","1217.03","1280.83","12.7","15.9","28.87","77.87","2017/6/9 12:00:00","1396.97","646.53","123","8.77"
"52","XH808A416121601084","357.46","832.5","1255.64","1259.04","10.18","11.43","27","83.11","2017/6/9 13:00:00","1167.21","492.29","89.79","5.43"
"53","XH808A416121601084","359.7","758.03","1125.7","1273.3","12.91","15.91","29.33","77.21","2017/6/9 14:00:00","1443.64","661.58","117.79","7"
"54","XH808A416121601084","354","720","1027","1440","19","23","31","71","2017/6/9 15:00:00","2006","910","170","9"
"55","XH808A416121601084","351.04","706.75","1006.07","1549.29","28","37.96","31.93","68.25","2017/6/9 16:00:00","2847.5","1328.64","235.11","15.25"
"56","XH808A416121601084","344.32","708.88","954.56","1742.91","33.56","45.79","32.41","67.15","2017/6/9 17:00:00","3262.35","1554.29","269.35","16.21"
"57","XH808A416121601084","346.9","736.1","1084.5","1498.2","27.7","36.4","30.3","76.1","2017/6/9 18:00:00","2823.4","1341.5","243.2","14.2"
"58","XH808A416121601084","364.1","822.47","1231.53","1322.73","18.7","23.53","29","79.2","2017/6/9 19:00:00","2106.27","940","158.17","9.7"
"59","XH808A416121601084","377.04","900.79","1205.61","1372.25","27.36","34.57","28.04","83.43","2017/6/9 20:00:00","2980.86","1354.5","235.93","14.04"
"60","XH808A416121601084","380.03","853.03","1247","1246.86","25.59","33.07","28","82.69","2017/6/9 21:00:00","2787.72","1317.38","276.45","16.93"
"61","XH808A416121601084","377.47","822.8","1225","1209.5","21.27","27.07","28","83.07","2017/6/9 22:00:00","2385.1","1075.2","182.97","13.43"
"62","XH808A416121601084","371.03","839.9","1195.1","1232.87","26.03","33.27","28","83.53","2017/6/9 23:00:00","2798.13","1287.87","229.13","15.27"
"63","XH808A416121601084","366.59","855.24","1194.14","1205.86","32.72","42.55","28","84.21","2017/6/10","3384.72","1585.31","293.62","19.69"
